0.0949964, 2.41295, 0.146865, 1.66079e-05
0.0927617, 2.41945, 0.147398, 1.65449e-05
0.102385, 2.42207, 0.144983, 1.67709e-05
0.102701, 2.42188, 0.14208, 1.68429e-05
0.0975278, 2.4187, 0.143414, 1.67271e-05
0.0906918, 2.42439, 0.148275, 1.64773e-05
0.0942858, 2.425, 0.140692, 1.6722e-05
0.0941879, 2.42614, 0.13976, 1.67405e-05
0.0936841, 2.42985, 0.13102, 1.69341e-05
0.0972501, 2.42477, 0.132319, 1.69763e-05
0.0964451, 2.42443, 0.134737, 1.69039e-05
0.100985, 2.4309, 0.140261, 1.68475e-05
0.0983197, 2.43735, 0.140542, 1.67874e-05
0.0936989, 2.42728, 0.136822, 1.67986e-05
0.0834614, 2.42741, 0.134635, 1.66318e-05
0.0901583, 2.42349, 0.133251, 1.68163e-05
0.0937042, 2.42256, 0.135204, 1.68424e-05
0.0977876, 2.42617, 0.138318, 1.6842e-05
0.0936303, 2.43558, 0.138374, 1.67512e-05
0.0942335, 2.42968, 0.133013, 1.6897e-05
0.0935035, 2.42054, 0.136112, 1.68193e-05
0.101043, 2.42092, 0.136552, 1.6946e-05
0.0882292, 2.42126, 0.130831, 1.68366e-05
0.0881556, 2.41967, 0.123866, 1.70082e-05
0.0874103, 2.42305, 0.127921, 1.68879e-05
0.0839703, 2.42146, 0.135578, 1.66283e-05
0.0810362, 2.42196, 0.139557, 1.64655e-05
0.0826363, 2.41835, 0.137287, 1.6561e-05
0.0889796, 2.41744, 0.138673, 1.66703e-05
0.0936157, 2.42168, 0.139566, 1.6739e-05
0.0974813, 2.42627, 0.13359, 1.69484e-05
0.103066, 2.42367, 0.124916, 1.72578e-05
0.108103, 2.42737, 0.122727, 1.73814e-05
0.0971109, 2.43348, 0.12496, 1.71441e-05
0.0933512, 2.43114, 0.131474, 1.69151e-05
0.093297, 2.42932, 0.12639, 1.70402e-05
0.0895975, 2.43118, 0.135274, 1.67472e-05
0.0854637, 2.43278, 0.140381, 1.65352e-05
0.079174, 2.43301, 0.137451, 1.64561e-05
0.078314, 2.43075, 0.128707, 1.66484e-05
0.077933, 2.42382, 0.123326, 1.67814e-05
0.0845979, 2.41808, 0.127011, 1.68542e-05
0.0811177, 2.4153, 0.128821, 1.67326e-05
0.0773619, 2.41215, 0.136491, 1.64608e-05
0.0932638, 2.41062, 0.137263, 1.67987e-05
0.0960836, 2.41133, 0.13609, 1.68795e-05
0.0878624, 2.40153, 0.136454, 1.67177e-05
0.0875842, 2.41029, 0.139049, 1.66403e-05
0.0809831, 2.40152, 0.142341, 1.64255e-05
0.0809833, 2.3994, 0.144181, 1.63861e-05
0.08188, 2.41152, 0.144462, 1.63854e-05
0.0841781, 2.41239, 0.139929, 1.65419e-05
0.084707, 2.41266, 0.139473, 1.65641e-05
0.0759099, 2.40699, 0.144084, 1.62556e-05
0.0781707, 2.40263, 0.136229, 1.64989e-05
0.0748299, 2.40029, 0.141521, 1.62963e-05
0.066518, 2.40041, 0.149973, 1.59114e-05
0.0642831, 2.39508, 0.150062, 1.58654e-05
0.0657115, 2.39828, 0.151802, 1.58552e-05
0.0578478, 2.4074, 0.145532, 1.57889e-05
0.0566377, 2.40283, 0.147097, 1.5719e-05
0.0484711, 2.40662, 0.150628, 1.5271e-05
0.0527459, 2.40547, 0.152517, 1.54442e-05
0.0454637, 2.40889, 0.146267, 1.51586e-05
0.0436083, 2.4006, 0.150732, 1.49092e-05
0.0414688, 2.40572, 0.154598, 1.45995e-05
0.0486245, 2.41434, 0.160735, 1.50369e-05
0.0397452, 2.4106, 0.153148, 1.44249e-05
0.0355037, 2.41096, 0.144097, 1.4049e-05
0.0342988, 2.41354, 0.137556, 1.39842e-05
0.0296136, 2.41123, 0.148943, 1.31431e-05
0.0298304, 2.4091, 0.140136, 1.32712e-05
0.0297761, 2.40807, 0.13921, 1.32773e-05
0.0312089, 2.42083, 0.145788, 1.33671e-05
0.0251363, 2.41391, 0.144911, 1.2668e-05
0.0285548, 2.42657, 0.15111, 1.29463e-05
0.0265986, 2.42466, 0.154349, 1.27429e-05
0.0251798, 2.42634, 0.14562, 1.26388e-05
0.0332441, 2.42645, 0.144989, 1.3657e-05
0.0403363, 2.42391, 0.133586, 1.4898e-05
0.0442877, 2.432, 0.136169, 1.5258e-05
0.0462543, 2.43237, 0.136118, 1.54335e-05
0.0495206, 2.43161, 0.132433, 1.57554e-05
0.0502187, 2.4305, 0.137967, 1.56469e-05
0.0600385, 2.42967, 0.137851, 1.60136e-05
0.0665177, 2.42612, 0.13956, 1.61227e-05
0.0660366, 2.41787, 0.144688, 1.60013e-05
0.0670878, 2.42565, 0.139862, 1.61279e-05
0.0687835, 2.42083, 0.139304, 1.61821e-05
0.0716107, 2.42494, 0.138326, 1.6263e-05
0.0745846, 2.42906, 0.140887, 1.62687e-05
0.079609, 2.43733, 0.148772, 1.62011e-05
0.0809791, 2.43121, 0.143475, 1.63618e-05
0.0858838, 2.43225, 0.142877, 1.64875e-05
0.0894647, 2.42947, 0.143189, 1.65613e-05
