x1, v1, x2, v2, x3, v3
-0.000618893,0.00591425,-0.00128932,0.011688,0,0.0121543,
-0.000547292,0.00603683,-0.00114512,0.0123338,0,0.0128618,
-0.000475541,0.00595654,-0.000995796,0.0125475,0,0.0131228,
-0.000405834,0.00570661,-0.000846674,0.0123053,0,0.0129057,
-0.000340316,0.0052641,-0.000703447,0.0115708,0,0.0121695,
-0.000280927,0.00468377,-0.000571552,0.0104223,0,0.0109917,
-0.00022974,0.0038961,-0.000456117,0.0088322,0,0.00934689,
-0.000188944,0.00294907,-0.00036191,0.00688837,0,0.00732629,
-0.000160983,0.00175934,-0.000293516,0.00453365,0,0.00487597,
-0.000148118,0.000432971,-0.000255152,0.00188657,0,0.00211627,
-0.000152592,-0.00112518,-0.000250872,-0.00114367,0,-0.00104239,
-0.000176106,-0.0027418,-0.000284201,-0.00437845,0,-0.00442118,
-0.000219374,-0.0044205,-0.000357414,-0.00778846,0,-0.00798912,
-0.000282258,-0.0060219,-0.000471432,-0.0111781,0,-0.0115471,
-0.000364632,-0.0076742,-0.000626419,-0.0146164,0,-0.0151588,
-0.000461781,-0.00853003,-0.000816952,-0.0171056,0,-0.0178187,
-0.000566582,-0.00898611,-0.00103254,-0.0188007,0,-0.0196633,
-0.00065527,-0.00602823,-0.00124186,-0.0160816,0,-0.0170408,
-0.00070961,-0.00330037,-0.00141013,-0.0119902,0,-0.0129319,
-0.000745408,-0.00279967,-0.00153595,-0.00902589,0,-0.00982165,
-0.000776997,-0.00248596,-0.00162634,-0.00608947,0,-0.00666635,
-0.000809561,-0.00284666,-0.00168893,-0.00438206,0,-0.00473715,
-0.000844642,-0.00286972,-0.00173484,-0.00329126,0,-0.0034806,
-0.000879232,-0.00277382,-0.00177249,-0.00298801,0,-0.00309228,
-0.0009107,-0.00239841,-0.00180857,-0.00301881,0,-0.00311232,
-0.000938555,-0.00221218,-0.00184774,-0.00349563,0,-0.00362662,
-0.000965985,-0.00234983,-0.00189478,-0.00433073,0,-0.00452087,
-0.000996982,-0.00281056,-0.0019535,-0.00544345,0,-0.00569756,
-0.00103719,-0.00386054,-0.00202929,-0.00717252,0,-0.00749117,
-0.00108091,-0.00346037,-0.00211661,-0.00736916,0,-0.00775325,
-0.00110001,5.71385e-05,-0.00218243,-0.00360823,0,-0.00402491,
-0.00109271,0.00101105,-0.00221154,-0.00126987,0,-0.00163028,
-0.00107729,0.00148933,-0.00221241,0.00108797,0,0.000861442,
-0.0010625,0.0010197,-0.00219164,0.00234079,0,0.0022789,
-0.0010538,0.000537458,-0.0021601,0.00289549,0,0.0029729,
-0.00105225,-0.000143111,-0.00212845,0.00237661,0,0.00253028,
-0.0010481,0.000873798,-0.00209631,0.00298689,0,0.00314716,
-0.00102249,0.00329443,-0.00204695,0.00524102,0,0.0053814,
-0.000974535,0.00458801,-0.0019731,0.00705592,0,0.00720861,
-0.000914613,0.0053186,-0.00187764,0.00883282,0,0.00904917,
-0.000849749,0.00547232,-0.00176324,0.0102089,0,0.0105266,
-0.000784849,0.0053775,-0.00163505,0.0111366,0,0.0115628,
-0.000721056,0.00531316,-0.00149808,0.0116787,0,0.0121922,
-0.00065754,0.0053312,-0.00135679,0.0118647,0,0.0124292,
-0.000593421,0.00539772,-0.00121501,0.0117674,0,0.0123466,
-0.000528959,0.00537171,-0.00107611,0.0113891,0,0.0119555,
-0.000465662,0.00519271,-0.000943165,0.0107763,0,0.0113138,
-0.000405703,0.00481349,-0.00081898,0.00992971,0,0.0104303,
-0.00034802,0.00479006,-0.000702565,0.00948053,0,0.00994173,
-0.000288871,0.00503397,-0.000588809,0.00948267,0,0.00991247,
-0.000225407,0.00549124,-0.000471968,0.0099891,0,0.010407,
-0.000157559,0.00577334,-0.000348353,0.010606,0,0.0110384,
-8.92524e-05,0.00560418,-0.00021937,0.010882,0,0.0113497,
-2.36835e-05,0.00534496,-8.82653e-05,0.0109616,0,0.0114689,
3.79541e-05,0.0049695,4.16285e-05,0.0106849,0,0.01122,
9.5122e-05,0.00460428,0.000166514,0.0101325,0,0.0106731,
0.000147494,0.00416753,0.000282793,0.00925537,0,0.00977648,
0.000194434,0.00369013,0.000387165,0.00815181,0,0.00863128,
0.000234989,0.00309633,0.000476899,0.00681813,0,0.00723971,
0.000274377,0.00343768,0.000556801,0.00651089,0,0.00686863,
0.000318254,0.00381723,0.000635411,0.00659584,0,0.00690616,
0.000362314,0.00349741,0.000712711,0.00628726,0,0.00657903,
0.00040146,0.00302771,0.000785882,0.00590611,0,0.00619897,
0.000433049,0.00227347,0.000851975,0.00511031,0,0.0054067,
0.00045562,0.00154024,0.000906976,0.00406268,0,0.00434761,
0.000469133,0.000767908,0.000947359,0.00267988,0,0.00292877,
0.000473604,2.44072e-05,0.000969833,0.00108262,0,0.00126957,
0.000469086,-0.000742886,0.000972106,-0.000684013,0,-0.000579509,
0.000463989,-0.000155709,0.000962274,-0.000938456,0,-0.00092242,
0.000463558,2.06065e-05,0.000949729,-0.00114489,0,-0.00119349,
0.000460033,-0.000628685,0.000931647,-0.00186665,0,-0.00194594,
0.000448324,-0.00131221,0.0009049,-0.00258988,0,-0.00268095,
0.000424864,-0.00253704,0.00086491,-0.00406915,0,-0.00417417,
0.000388922,-0.00339117,0.000807231,-0.00553141,0,-0.00567343,
0.00034024,-0.00464559,0.000727471,-0.00774213,0,-0.00795167,
0.000298946,-0.00234935,0.000643734,-0.00620041,0,-0.00649452,
0.000282674,-0.000529969,0.000581615,-0.00415759,0,-0.00449026,
0.000278017,-0.000341186,0.000539095,-0.0029485,0,-0.00324236,
0.000272035,-0.000668285,0.000509204,-0.00205648,0,-0.00225899,
0.000258339,-0.00154171,0.000484658,-0.00205102,0,-0.00215562,
0.000233276,-0.00251703,0.000455277,-0.00284874,0,-0.00289316,
0.000212461,-0.00095734,0.00042916,-0.001501,0,-0.00153695,
0.000212114,0.000817033,0.000422405,0.000372234,0,0.000334165,
0.000226805,0.00156181,0.000434848,0.00168997,0,0.00167826,
0.000248724,0.00204641,0.000463267,0.00302959,0,0.00307762,
0.000272537,0.00193163,0.000504193,0.00377451,0,0.00390093,
0.000294363,0.00174867,0.000551992,0.00418032,0,0.00437882,
0.000313406,0.00148524,0.000601789,0.00411508,0,0.0043599,
0.000330812,0.00146143,0.000650089,0.00393741,0,0.00419492,
0.000352971,0.00221885,0.000700424,0.00445565,0,0.00470167,
0.000380982,0.00243122,0.000754536,0.00456467,0,0.00479749,
0.000410893,0.00253524,0.000810084,0.00469253,0,0.00492081,
0.000439896,0.00229969,0.000865443,0.00453238,0,0.00476489,
0.000465421,0.00197169,0.000917901,0.00421042,0,0.00444801,
0.000485839,0.00146513,0.000964444,0.00354971,0,0.00378405,
0.000500172,0.000961588,0.00100182,0.00268707,0,0.00290236,
0.000508945,0.000530734,0.00102827,0.00173034,0,0.001909,
0.000516048,0.000645214,0.00104645,0.00131127,0,0.00144223,
0.000525665,0.00092174,0.00106182,0.00125618,0,0.00134468,
0.000538596,0.00118743,0.00107826,0.00148402,0,0.00154979,
0.000550965,0.000861295,0.00109503,0.00130856,0,0.00137451,
0.000558357,0.000387171,0.0011086,0.000950909,0,0.00102709,
0.000558491,-0.000319271,0.00111521,0.00015295,0,0.000232599,
0.000550181,-0.00101048,0.00111049,-0.000931971,0,-0.000869798,
0.000532925,-0.00180787,0.00109029,-0.00242101,0,-0.00240333,
0.0005062,-0.00259849,0.0010508,-0.00414106,0,-0.00419428,
0.000469731,-0.00344368,0.000989487,-0.00605628,0,-0.00620068,
0.00043299,-0.0027372,0.000915654,-0.00623205,0,-0.00647257,
0.000404768,-0.00206105,0.000843111,-0.00585253,0,-0.00615939,
0.000379665,-0.00218287,0.00077352,-0.00574971,0,-0.00607444,
0.000351144,-0.00258525,0.0007047,-0.00572778,0,-0.00603377,
0.000320053,-0.0025971,0.000638406,-0.00532878,0,-0.00560173,
0.000289614,-0.00246952,0.000577307,-0.00486073,0,-0.00509999,
0.000259072,-0.00259685,0.000519487,-0.00477963,0,-0.00499194,
0.0002275,-0.00264083,0.000462082,-0.00478836,0,-0.00498697,
0.00019425,-0.00287165,0.000402444,-0.00514829,0,-0.00534832,
0.000158238,-0.00310509,0.00033756,-0.00565995,0,-0.00587677,
0.000118129,-0.00355123,0.000264488,-0.0065101,0,-0.00675722,
7.24497e-05,-0.00403618,0.000180282,-0.00751348,0,-0.0078033,
1.96379e-05,-0.00473494,8.21023e-05,-0.00883667,0,-0.00918022,
-4.17208e-05,-0.00546191,-3.27775e-05,-0.0102946,0,-0.0107029,
-0.000112973,-0.00637877,-0.000166926,-0.0120458,0,-0.0125291,
-0.000193453,-0.00701653,-0.000320773,-0.0135767,0,-0.0141445,
-0.000281906,-0.00771437,-0.000493197,-0.0151424,0,-0.0157979,
-0.000377022,-0.00814549,-0.000682219,-0.0163449,0,-0.0170851,
-0.000474203,-0.00808953,-0.000881301,-0.0168239,0,-0.0176362,
-0.000555781,-0.00567453,-0.00106776,-0.0142557,0,-0.0151049,
-0.000619273,-0.00502106,-0.00122862,-0.0125736,0,-0.013388,
-0.000679414,-0.00503766,-0.00137128,-0.0112282,0,-0.0119487,
-0.000740712,-0.00515195,-0.00149927,-0.0101265,0,-0.0107333,
-0.000796524,-0.00414499,-0.00160888,-0.00816065,0,-0.00866531,
-0.000836552,-0.00256009,-0.00169159,-0.00564271,0,-0.00605669,
-0.000853658,-0.000376082,-0.00173891,-0.00226888,0,-0.0025853,
-0.000850665,0.000821187,-0.00174985,0.000416279,0,0.000222205,
-0.000836186,0.00157998,-0.00173106,0.00268554,0,0.00263087,
-0.000816138,0.00180086,-0.00168991,0.0041485,0,0.00422843,
-0.000794133,0.00193095,-0.00163464,0.00504665,0,0.00523232,
-0.000772489,0.00175657,-0.00157371,0.00510451,0,0.00535253,
-0.000753409,0.00149738,-0.00151565,0.0045767,0,0.00483866,
-0.000739515,0.000888715,-0.0014685,0.00329405,0,0.00352569,
-0.000734073,7.86258e-05,-0.00143989,0.00149426,0,0.00165835,
-0.000739831,-0.000984716,-0.00143578,-0.000784538,0,-0.000716863,
-0.000744152,0.000187674,-0.00144434,-0.000623379,0,-0.00066263,
-0.00073715,0.000872345,-0.00144958,-0.00024515,0,-0.000356185,
-0.000728822,0.000461553,-0.00145356,-0.000421053,0,-0.000549456,
-0.000727893,-0.000302106,-0.00146105,-0.000833566,0,-0.000944157,
-0.000739009,-0.00148422,-0.00147763,-0.00193121,0,-0.00202186,
-0.000764499,-0.00266949,-0.00151053,-0.0035436,0,-0.0036435,
-0.00080369,-0.00376916,-0.00156549,-0.00559723,0,-0.00575179,
-0.000857091,-0.00504598,-0.00164877,-0.00825372,0,-0.00850855,
-0.000917986,-0.00510296,-0.00175719,-0.00978755,0,-0.0101744,
-0.000959729,-0.00206039,-0.00186051,-0.00741959,0,-0.00792123,
-0.000975854,-0.000817137,-0.00193804,-0.00551523,0,-0.00604168,
-0.000982771,-0.000448294,-0.00199275,-0.00363281,0,-0.00408436,
-0.000989522,-0.000687602,-0.00202739,-0.0021723,0,-0.0024884,
-0.0010015,-0.00123475,-0.00204886,-0.00143166,0,-0.0016073,
-0.00101163,-0.0004098,-0.0020565,0.000144027,0,7.32221e-05,
-0.00100481,0.00151303,-0.00203939,0.00269319,0,0.00269612,
-0.00097993,0.00259892,-0.0019958,0.00455684,0,0.00463068,
-0.000942832,0.00355039,-0.00192993,0.00640326,0,0.00655665,
-0.000897982,0.00392345,-0.00184536,0.00767219,0,0.00791228,
-0.000849801,0.0041294,-0.00174767,0.00859468,0,0.0089161,
-0.000800456,0.00413612,-0.00164187,0.00903112,0,0.00941562,
-0.000751287,0.004103,-0.00153301,0.00910927,0,0.00953023,
-0.000700825,0.00432938,-0.001423,0.00922643,0,0.00965766,
-0.000642743,0.00531427,-0.0013067,0.0101557,0,0.0105848,
-0.000574456,0.00601576,-0.00117924,0.0110835,0,0.0115217,
-0.000499948,0.00636501,-0.00104126,0.0119027,0,0.0123722,
-0.000422451,0.00653637,-0.000893925,0.0126411,0,0.0131593,
-0.000346081,0.00621866,-0.000741339,0.0127803,0,0.0133511,
-0.000273452,0.0059304,-0.000588635,0.0126662,0,0.0132751,
-0.000206735,0.00525618,-0.000441856,0.0118002,0,0.0124205,
-0.000139951,0.0058738,-0.00029891,0.0120303,0,0.0126331,
-6.07588e-05,0.00724828,-0.00014693,0.0133001,0,0.0138833,
2.66214e-05,0.0072745,1.45581e-05,0.0136082,0,0.0141989,
0.000113831,0.00724339,0.000180214,0.0139922,0,0.0146139,
0.000196565,0.00658104,0.000346004,0.013633,0,0.0142922,
0.00027128,0.00593075,0.000505478,0.0129461,0,0.0136268,
0.000337264,0.00513883,0.000653378,0.011712,0,0.0123828,
0.000394022,0.00438462,0.000784437,0.0101466,0,0.0107715,
0.000442228,0.0036932,0.000895664,0.0084112,0,0.00895929,
0.000486067,0.00360435,0.000989781,0.00729459,0,0.00775005,
0.000529958,0.0036664,0.00107318,0.00661873,0,0.00698979,
0.00057432,0.00367263,0.00115054,0.00628128,0,0.00659517,
0.000614742,0.00304754,0.00122166,0.00557446,0,0.00586203,
0.000646389,0.00224601,0.00128322,0.00468638,0,0.00496309,
0.000667115,0.00125938,0.00133171,0.00340183,0,0.00366289,
0.000676337,0.00033807,0.00136327,0.00187044,0,0.00209473,
0.000674459,-0.000593207,0.00137461,3.80708e-05,0,0.000198296,
0.000661554,-0.00151162,0.00136277,-0.00199043,0,-0.00191937,
0.000637362,-0.00248641,0.00132558,-0.00418291,0,-0.00421877,
0.000606343,-0.00270132,0.00126723,-0.0055199,0,-0.00566853,
0.000576042,-0.00241547,0.00119828,-0.0059575,0,-0.00620165,
0.0005495,-0.00209111,0.00112768,-0.00580434,0,-0.00610439,
0.00052326,-0.00232853,0.00105814,-0.00579032,0,-0.00610068,
0.000492553,-0.00279204,0.000988123,-0.00588587,0,-0.006177,
0.000455784,-0.00330504,0.000915825,-0.00616749,0,-0.00643381,
0.000415947,-0.00331145,0.000841966,-0.00614256,0,-0.00639592,
0.000378906,-0.00286794,0.000770766,-0.00572358,0,-0.00597579,
0.000347326,-0.00241778,0.000705224,-0.00520148,0,-0.0054529,
0.000319881,-0.00217626,0.00064547,-0.00476107,0,-0.00500319,
0.000295454,-0.00191243,0.000591698,-0.00420646,0,-0.00442949,
0.000273767,-0.0017115,0.000544506,-0.00366539,0,-0.0038617,
0.000253642,-0.00163928,0.000502901,-0.00327465,0,-0.0034413,
0.000234018,-0.00161847,0.000465136,-0.00302384,0,-0.00316431,
0.000213704,-0.00174387,0.000428666,-0.00305617,0,-0.00317942,
0.000191178,-0.00198067,0.000390084,-0.00337232,0,-0.00349191,
0.0001655,-0.00226909,0.000346347,-0.00391188,0,-0.00404377,
0.000139497,-0.00206645,0.000298732,-0.00401784,0,-0.00417481,
0.000117604,-0.00161444,0.000252227,-0.00372981,0,-0.00391103,
0.000102403,-0.000973752,0.000212084,-0.00296319,0,-0.00315218,
9.09298e-05,-0.000964467,0.00017882,-0.00258768,0,-0.00276002,
7.7392e-05,-0.00128117,0.000148116,-0.00253641,0,-0.00267819,
5.98198e-05,-0.00161477,0.000116814,-0.00268391,0,-0.00279912,
4.19276e-05,-0.00135603,8.62989e-05,-0.00240238,0,-0.00250535,
2.68475e-05,-0.00115584,5.85838e-05,-0.00221653,0,-0.00231687,
1.32416e-05,-0.00111101,3.21598e-05,-0.00218705,0,-0.00228819,
-6.97603e-07,-0.0012066,5.15319e-06,-0.00231325,0,-0.00241666,
-1.6707e-05,-0.00144751,-2.4578e-05,-0.00263997,0,-0.00274867,
-3.59465e-05,-0.00174003,-5.90952e-05,-0.00310911,0,-0.00322942,
-5.56739e-05,-0.00155381,-9.64997e-05,-0.00312102,0,-0.0032592,
-7.22781e-05,-0.00123805,-0.000132532,-0.00288276,0,-0.00303596,
-8.5534e-05,-0.000999036,-0.000165103,-0.00254763,0,-0.00270401,
-9.76473e-05,-0.00103111,-0.000194602,-0.00237263,0,-0.00251876,
-0.000110862,-0.00116572,-0.00022267,-0.00230891,0,-0.00243827,
-0.000125081,-0.00119382,-0.000249792,-0.00221372,0,-0.00232819,
-0.000138375,-0.00102007,-0.000274885,-0.00196975,0,-0.0020745,
-0.000149975,-0.000912956,-0.000297526,-0.00180482,0,-0.001903,
-0.000160441,-0.000832051,-0.00031837,-0.0016703,0,-0.00176327,
-0.000170334,-0.00081525,-0.000338031,-0.00160733,0,-0.00169575,
-0.000180279,-0.000838228,-0.000357307,-0.00160562,0,-0.00169076,
-0.00018941,-0.000688069,-0.000375537,-0.0014331,0,-0.00151635,
-0.00019529,-0.000311829,-0.0003899,-0.000962705,0,-0.00104175,
-0.000196647,6.06158e-05,-0.000397855,-0.000367609,0,-0.000434053,
-0.000195591,0.000107769,-0.000400154,-2.14091e-05,0,-6.53254e-05,
-0.00019415,0.000136141,-0.000398571,0.000279887,0,0.000262201,
-0.000192533,0.000144722,-0.000393986,0.00048041,0,0.000485895,
-0.000190688,0.000175486,-0.000387464,0.000604716,0,0.000626055,
-0.000188786,0.000154979,-0.000380313,0.0005871,0,0.000615781,
-0.000188172,-3.38952e-05,-0.000374977,0.000304024,0,0.000331288,
-0.000187106,0.000206584,-0.00037067,0.000416135,0,0.000434403,
-0.000183605,0.000364119,-0.000365066,0.000518734,0,0.000528515,
-0.000179102,0.000377128,-0.000358632,0.000553185,0,0.000560178,
-0.000174252,0.000423161,-0.000351285,0.000669882,0,0.000679764,
-0.000169058,0.000439086,-0.000342562,0.0007821,0,0.000799022,
-0.000163824,0.000434469,-0.000332652,0.000867803,0,0.000893427,
-0.00015921,0.000343103,-0.000322485,0.000825645,0,0.000858683,
-0.000155856,0.000228138,-0.000313397,0.000689487,0,0.000725412,
-0.000154528,1.06797e-05,-0.000307099,0.000362424,0,0.000394386,
-0.000155999,-0.000237292,-0.000305504,-9.25669e-05,0,-7.3179e-05,
-0.000162166,-0.000760796,-0.000311765,-0.000944136,0,-0.000947207,
-0.000174055,-0.00119502,-0.000328514,-0.00183808,0,-0.00187589,
-0.000186369,-0.000876745,-0.000351275,-0.00194717,0,-0.002027,
-0.000192851,-0.000258779,-0.000371806,-0.00147215,0,-0.00158312,
-0.000194966,-0.000135149,-0.000387637,-0.00116961,0,-0.00128582,
-0.00019743,-0.000288764,-0.000400611,-0.00099887,0,-0.0010976,
-0.000203267,-0.000664882,-0.000413241,-0.00111093,0,-0.00118409,
-0.000211961,-0.000762044,-0.000426548,-0.00110874,0,-0.00116349,
-0.000219246,-0.000450765,-0.000437908,-0.000784971,0,-0.00083219,
-0.000221251,9.37218e-05,-0.000443576,-0.000161615,0,-0.000204052,
-0.000217942,0.00043392,-0.000442142,0.000396205,0,0.000366231,
-0.000212789,0.000420616,-0.000435752,0.0006633,0,0.000655154,
-0.00020895,0.000234943,-0.000427622,0.000687749,0,0.000702965,
-0.000208001,-4.69066e-05,-0.000420798,0.000448717,0,0.000478706,
-0.000210403,-0.000320703,-0.00041801,1.91826e-05,0,4.82823e-05,
-0.000215654,-0.000529862,-0.000420948,-0.000502781,0,-0.00049139,
-0.0002207,-0.000317906,-0.000427733,-0.000621752,0,-0.000638783,
-0.000221789,0.000101782,-0.00043366,-0.000363,0,-0.000404853,
-0.000218926,0.00033928,-0.0004361,-4.53479e-05,0,-9.54589e-05,
-0.00021525,0.000258376,-0.000435727,0.000103179,0,6.30838e-05,
-0.000212046,0.000270943,-0.000432837,0.000373446,0,0.000353492,
-0.000209183,0.000214648,-0.000427391,0.000530034,0,0.000532161,
-0.000207151,0.000140081,-0.000420801,0.000566144,0,0.00058531,
-0.000206142,4.66553e-05,-0.000414624,0.000463611,0,0.00049048,
-0.000206166,-3.5282e-05,-0.000410239,0.000269275,0,0.000293443,
-0.000207576,-0.000185908,-0.000409057,-6.85218e-05,0,-5.59326e-05,
-0.000210143,-0.000237837,-0.000411532,-0.000339633,0,-0.000344851,
-0.000212258,-0.000125537,-0.000415983,-0.000398987,0,-0.000422924,
-0.000212923,-3.34626e-06,-0.000420408,-0.000337334,0,-0.000374109,
-0.000214168,-0.000206492,-0.0004256,-0.000528042,0,-0.00056917,
-0.000219385,-0.000644245,-0.000434809,-0.0010056,0,-0.00104871,
-0.00022944,-0.00100664,-0.000450104,-0.00154001,0,-0.00159193,
-0.000240947,-0.000909254,-0.000469449,-0.0016795,0,-0.00174955,
-0.000250722,-0.000734282,-0.000489577,-0.00167191,0,-0.00176142,
-0.000258253,-0.000543756,-0.000508683,-0.00151175,0,-0.00161329,
-0.000264338,-0.000487663,-0.000525882,-0.00135667,0,-0.00145852,
-0.000270764,-0.000586276,-0.000541843,-0.00130613,0,-0.00139904,
-0.000278618,-0.000714419,-0.000557597,-0.00132163,0,-0.0014032,
-0.000288711,-0.000947719,-0.000574785,-0.00154296,0,-0.00161767,
-0.000301604,-0.0011781,-0.000595431,-0.00189544,0,-0.00197319,
-0.00031752,-0.00145137,-0.000621336,-0.00241692,0,-0.00250957,
-0.000336067,-0.00162638,-0.000653407,-0.00292157,0,-0.00303977,
