0.5, 0, 2.25, 0, 
0.500001, 0.00299996, 2.25, -0.00999864, 
0.500006, 0.00599981, 2.24998, -0.0199944, 
0.500013, 0.00899949, 2.24996, -0.0299872, 
0.500024, 0.0119989, 2.24992, -0.0399768, 
0.500037, 0.0149981, 2.24988, -0.0499631, 
0.500054, 0.017997, 2.24982, -0.0599458, 
0.500073, 0.0209954, 2.24976, -0.0699248, 
0.500096, 0.0239934, 2.24968, -0.0799, 
0.500121, 0.026991, 2.2496, -0.0898711, 
0.50015, 0.0299879, 2.2495, -0.0998379, 
0.500181, 0.0329843, 2.2494, -0.1098, 
0.500216, 0.03598, 2.24928, -0.119758, 
0.500253, 0.038975, 2.24916, -0.129712, 
0.500294, 0.0419693, 2.24902, -0.13966, 
0.500337, 0.0449627, 2.24888, -0.149603, 
0.500384, 0.0479552, 2.24872, -0.159541, 
0.500433, 0.0509468, 2.24856, -0.169474, 
0.500486, 0.0539375, 2.24838, -0.179401, 
0.500541, 0.0569271, 2.2482, -0.189322, 
0.5006, 0.0599156, 2.248, -0.199237, 
0.500661, 0.0629029, 2.2478, -0.209146, 
0.500725, 0.0658891, 2.24759, -0.219049, 
0.500793, 0.068874, 2.24736, -0.228946, 
0.500863, 0.0718576, 2.24713, -0.238836, 
0.500936, 0.0748399, 2.24688, -0.248719, 
0.501013, 0.0778207, 2.24663, -0.258595, 
0.501092, 0.0808001, 2.24637, -0.268464, 
0.501174, 0.0837779, 2.24609, -0.278326, 
0.50126, 0.0867542, 2.24581, -0.28818, 
0.501348, 0.0897288, 2.24552, -0.298027, 
0.501439, 0.0927018, 2.24521, -0.307865, 
0.501533, 0.095673, 2.2449, -0.317696, 
0.50163, 0.0986424, 2.24458, -0.327519, 
0.501731, 0.10161, 2.24425, -0.337334, 
0.501834, 0.104576, 2.2439, -0.34714, 
0.50194, 0.107539, 2.24355, -0.356937, 
0.502049, 0.110501, 2.24319, -0.366726, 
0.502161, 0.113461, 2.24282, -0.376505, 
0.502276, 0.116418, 2.24244, -0.386276, 
0.502394, 0.119374, 2.24205, -0.396037, 
0.502514, 0.122327, 2.24165, -0.405788, 
0.502638, 0.125278, 2.24124, -0.41553, 
0.502765, 0.128227, 2.24081, -0.425263, 
0.502895, 0.131173, 2.24038, -0.434985, 
0.503027, 0.134117, 2.23994, -0.444697, 
0.503163, 0.137058, 2.2395, -0.454399, 
0.503301, 0.139997, 2.23904, -0.46409, 
0.503443, 0.142933, 2.23857, -0.473771, 
0.503587, 0.145866, 2.23809, -0.483441, 
0.503735, 0.148797, 2.2376, -0.4931, 
0.503885, 0.151725, 2.2371, -0.502747, 
0.504038, 0.154651, 2.23659, -0.512384, 
0.504194, 0.157573, 2.23608, -0.522009, 
0.504353, 0.160493, 2.23555, -0.531622, 
0.504515, 0.163409, 2.23501, -0.541224, 
0.50468, 0.166323, 2.23447, -0.550814, 
0.504848, 0.169234, 2.23391, -0.560391, 
0.505019, 0.172141, 2.23335, -0.569956, 
0.505192, 0.175045, 2.23277, -0.579509, 
0.505369, 0.177946, 2.23219, -0.589049, 
0.505548, 0.180844, 2.23159, -0.598577, 
0.50573, 0.183739, 2.23099, -0.608091, 
0.505915, 0.18663, 2.23038, -0.617593, 
0.506104, 0.189517, 2.22976, -0.627081, 
0.506295, 0.192401, 2.22912, -0.636556, 
0.506488, 0.195282, 2.22848, -0.646017, 
0.506685, 0.198159, 2.22783, -0.655464, 
0.506885, 0.201033, 2.22717, -0.664898, 
0.507087, 0.203902, 2.2265, -0.674317, 
0.507292, 0.206768, 2.22582, -0.683723, 
0.507501, 0.209631, 2.22514, -0.693113, 
0.507712, 0.212489, 2.22444, -0.70249, 
0.507926, 0.215344, 2.22373, -0.711851, 
0.508142, 0.218194, 2.22301, -0.721198, 
0.508362, 0.221041, 2.22229, -0.73053, 
0.508584, 0.223883, 2.22155, -0.739846, 
0.50881, 0.226722, 2.22081, -0.749148, 
0.509038, 0.229556, 2.22005, -0.758434, 
0.509269, 0.232386, 2.21929, -0.767704, 
0.509503, 0.235212, 2.21852, -0.776958, 
0.509739, 0.238034, 2.21774, -0.786196, 
0.509979, 0.240851, 2.21695, -0.795419, 
0.510221, 0.243664, 2.21615, -0.804624, 
0.510466, 0.246472, 2.21534, -0.813814, 
0.510714, 0.249276, 2.21452, -0.822987, 
0.510965, 0.252076, 2.21369, -0.832143, 
0.511218, 0.254871, 2.21285, -0.841282, 
0.511474, 0.257661, 2.21201, -0.850405, 
0.511733, 0.260446, 2.21115, -0.85951, 
0.511995, 0.263227, 2.21029, -0.868597, 
0.51226, 0.266003, 2.20942, -0.877668, 
0.512527, 0.268774, 2.20853, -0.88672, 
0.512797, 0.27154, 2.20764, -0.895755, 
0.51307, 0.274301, 2.20674, -0.904772, 
0.513346, 0.277057, 2.20583, -0.91377, 
0.513624, 0.279809, 2.20492, -0.922751, 
0.513906, 0.282555, 2.20399, -0.931712, 
0.51419, 0.285296, 2.20305, -0.940656, 
0.514476, 0.288032, 2.20211, -0.94958, 
0.514766, 0.290762, 2.20115, -0.958486, 
0.515058, 0.293487, 2.20019, -0.967373, 
0.515353, 0.296207, 2.19922, -0.97624, 
0.51565, 0.298922, 2.19824, -0.985089, 
0.51595, 0.301631, 2.19725, -0.993917, 
0.516253, 0.304335, 2.19625, -1.00273, 
0.516559, 0.307033, 2.19524, -1.01152, 
0.516868, 0.309725, 2.19423, -1.02028, 
0.517179, 0.312412, 2.1932, -1.02903, 
0.517492, 0.315094, 2.19217, -1.03776, 
0.517809, 0.317769, 2.19113, -1.04647, 
0.518128, 0.320439, 2.19008, -1.05516, 
0.51845, 0.323103, 2.18902, -1.06383, 
0.518774, 0.325761, 2.18795, -1.07247, 
0.519101, 0.328413, 2.18687, -1.0811, 
0.519431, 0.331059, 2.18579, -1.08971, 
0.519763, 0.3337, 2.18469, -1.09829, 
