x0, v0, x1, v1, x2, v2, x3, v3, x4, v4, x5, v5, x6, v6, x7, v7, xd, vd,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9.33994e-08,1.47985e-05,1.0234e-07,1.69226e-05,1.02786e-07,1.71225e-05,1.02786e-07,1.7131e-05,1.02786e-07,1.7131e-05,1.02786e-07,1.7131e-05,1.02786e-07,1.7131e-05,1.02786e-07,1.7131e-05,
9.60437e-07,0.000123732,1.08784e-06,0.000146047,1.1003e-06,0.000148988,1.10121e-06,0.000149262,1.10127e-06,0.000149283,1.10128e-06,0.000149284,1.10128e-06,0.000149284,1.10128e-06,0.000149284,
2.85085e-06,0.000185612,3.50811e-06,0.000254274,3.61858e-06,0.000269939,3.63265e-06,0.000272515,3.63408e-06,0.000272837,3.6342e-06,0.000272869,3.63421e-06,0.000272872,3.63421e-06,0.000272872,
5.20107e-06,0.000202733,7.00476e-06,0.000324407,7.45427e-06,0.000367491,7.53995e-06,0.000378194,7.55295e-06,0.000380209,7.55457e-06,0.000380511,7.55474e-06,0.000380548,7.55475e-06,0.00038055,
7.70649e-06,0.000212974,1.12414e-05,0.000377698,1.24331e-05,0.000459443,1.27422e-05,0.000487657,1.28062e-05,0.000494992,1.28171e-05,0.000496502,1.28186e-05,0.000496752,1.28187e-05,0.000496775,
1.0451e-05,0.000242314,1.61619e-05,0.000439032,1.85862e-05,0.000562629,1.939e-05,0.000618327,1.96041e-05,0.000637221,1.96511e-05,0.000642279,1.96596e-05,0.000643357,1.96605e-05,0.000643475,
1.36214e-05,0.00028319,2.18661e-05,0.000508759,2.60113e-05,0.000671393,2.76865e-05,0.000761719,2.8236e-05,0.000800032,2.83851e-05,0.000812848,2.84182e-05,0.000816207,2.8422e-05,0.000816642,
1.70854e-05,0.000292499,2.82045e-05,0.000545095,3.45135e-05,0.00074235,3.74968e-05,0.000870178,3.86611e-05,0.00093544,3.90393e-05,0.000961867,3.91388e-05,0.00097011,3.9152e-05,0.00097135,
2.04927e-05,0.00027557,3.47609e-05,0.000545759,4.36205e-05,0.000772601,4.836e-05,0.000937108,5.04978e-05,0.00103473,5.13075e-05,0.00108124,5.15532e-05,0.00109802,5.15902e-05,0.00110093,
2.35501e-05,0.000236191,4.10842e-05,0.00050742,5.28088e-05,0.00075647,5.97258e-05,0.000954089,6.32425e-05,0.00108638,6.47599e-05,0.0011586,6.5279e-05,0.00118803,6.53669e-05,0.00119384,
2.62236e-05,0.000211653,4.6936e-05,0.000468426,6.17289e-05,0.000728734,7.11869e-05,0.000953381,7.64957e-05,0.00111934,7.90527e-05,0.00122068,8.0019e-05,0.00126622,8.02014e-05,0.00127643,
2.89877e-05,0.000248136,5.26883e-05,0.000491232,7.06116e-05,0.000751198,8.28855e-05,0.000994251,9.03681e-05,0.00118963,9.43186e-05,0.00132026,9.59383e-05,0.00138371,9.62772e-05,0.0013998,
3.24379e-05,0.000322615,5.9076e-05,0.000573285,8.00847e-05,0.00082773,9.53361e-05,0.00107942,0.000105305,0.00129691,0.000110983,0.00145338,0.00011347,0.00153407,0.000114043,0.0015572,
3.6732e-05,0.000387775,6.65607e-05,0.000672213,9.06135e-05,0.000926979,0.000108896,0.00117973,0.000121561,0.00140993,0.000129239,0.00158529,0.000132781,0.00167986,0.000133678,0.00171055,
4.14064e-05,0.000388921,7.49085e-05,0.000715922,0.000102088,0.000984384,0.000123397,0.00123614,0.000138851,0.00146952,0.000148699,0.00165425,0.000153433,0.00175703,0.000154741,0.00179495,
4.59133e-05,0.000362571,8.35278e-05,0.000717658,0.000114069,0.00101037,0.000138409,0.00126471,0.000156646,0.00149414,0.000168715,0.00167787,0.000174696,0.00178186,0.000176497,0.00182579,
4.98964e-05,0.000304478,9.18055e-05,0.000660464,0.00012601,0.00097692,0.000153446,0.00123926,0.000174394,0.0014615,0.000188615,0.00163536,0.000195816,0.0017336,0.000198171,0.0017816,
5.31374e-05,0.000240287,9.91723e-05,0.000567886,0.000137255,0.000894568,0.000167899,0.00116661,0.00019147,0.00138173,0.00020769,0.00154031,0.000216007,0.00162751,0.000218951,0.00167725,
5.55064e-05,0.000160336,0.000105177,0.000435374,0.000147131,0.000749835,0.000181073,0.00102563,0.000207188,0.00123452,0.000225211,0.00137663,0.000234495,0.00145044,0.000238034,0.00149964,
5.72788e-05,0.000138064,0.000109875,0.000351048,0.000155403,0.000628704,0.00019261,0.000894243,0.00022119,0.00109553,0.000240829,0.00122324,0.000250921,0.0012846,0.000255039,0.00133153,
5.92999e-05,0.00019619,0.000114162,0.000365822,0.000162708,0.000589777,0.000202947,0.000826439,0.00023387,0.00101451,0.000254971,0.00113079,0.000265742,0.00118312,0.000270404,0.00122687,
6.22827e-05,0.000293621,0.000119122,0.0004601,0.000170022,0.000630333,0.00021284,0.000821626,0.000245895,0.000986994,0.000268331,0.00109306,0.000279696,0.00114035,0.000284863,0.0011808,
6.6189e-05,0.000349936,0.000125195,0.000548145,0.0001779,0.000682689,0.0002227,0.000821635,0.00025755,0.000953901,0.000281188,0.00104759,0.000293103,0.00109215,0.000298738,0.00112966,
6.96444e-05,0.000227494,0.000131197,0.000447247,0.000185431,0.000570455,0.00023161,0.000663347,0.000267811,0.000755763,0.000292473,0.000831791,0.000304905,0.000872793,0.000310973,0.000907651,
7.1101e-05,2.46667e-05,0.000135115,0.000203749,0.00019082,0.000324407,0.000237914,0.000386667,0.000274983,0.000439737,0.00030042,0.000492052,0.000313303,0.000525549,0.000319774,0.000557522,
6.97598e-05,-0.000232665,0.00013527,-0.000174492,0.000192323,-7.64076e-05,0.000240052,-3.15791e-05,0.000277558,-1.0315e-05,0.00030346,1.46355e-05,0.000316674,3.5348e-05,0.000323506,6.35082e-05,
6.7168e-05,-0.000196702,0.000132464,-0.000286291,0.000190345,-0.000252717,0.000238514,-0.000226244,0.000276133,-0.000227187,0.000302173,-0.000228803,0.000315537,-0.000224771,0.000322677,-0.000201805,
6.55396e-05,-8.18775e-05,0.000129157,-0.000259632,0.000186882,-0.000321057,0.000235177,-0.000330019,0.000272679,-0.000348787,0.000298562,-0.000372428,0.00031187,-0.000385444,0.000319249,-0.000368955,
6.50758e-05,-5.14511e-06,0.000126438,-0.000193022,0.000182863,-0.000344293,0.000230725,-0.000410348,0.000267874,-0.000451916,0.000293367,-0.000492618,0.000306433,-0.000519345,0.000313966,-0.000509974,
6.55737e-05,7.72487e-05,0.000124914,-6.54262e-05,0.000179159,-0.000269951,0.000225823,-0.000403373,0.000262279,-0.00047937,0.000287192,-0.000535472,0.00029988,-0.000570984,0.000307484,-0.000568523,
6.70669e-05,0.000160728,0.000125132,9.38795e-05,0.000176851,-0.000114563,0.00022155,-0.000305206,0.000256833,-0.000425783,0.000280967,-0.000500281,0.000293194,-0.000541254,0.00030079,-0.000544941,
6.96299e-05,0.000255359,0.000127424,0.0002782,0.000176848,0.000110599,0.000219054,-0.000108548,0.000252613,-0.000273905,0.000275716,-0.000372187,0.000287419,-0.000419047,0.000294937,-0.000428186,
7.28277e-05,0.000270776,0.000131422,0.000378257,0.000179245,0.000282495,0.00021884,7.29654e-05,0.000250209,-0.0001234,0.000271971,-0.000248438,0.000283058,-0.000304862,0.000290435,-0.00031935,
7.51154e-05,0.000114561,0.000135295,0.000260555,0.000182467,0.000246805,0.000219793,8.32092e-05,0.000248744,-0.000118432,0.000268861,-0.000266005,0.000279194,-0.000335742,0.000286362,-0.00035612,
7.59093e-05,2.32666e-05,0.000137741,0.000144967,0.000185165,0.000196025,0.000220932,0.000102081,0.000247588,-7.38885e-05,0.000265862,-0.000230321,0.000275276,-0.000312966,0.000282162,-0.000339844,
7.55867e-05,-7.04705e-05,0.000138529,-1.1245e-05,0.000186779,6.89132e-05,0.000221868,4.87475e-05,0.000246708,-7.42967e-05,0.000263158,-0.000217995,0.000271536,-0.000306089,0.000278061,-0.000339196,
